,Make,Model,Sale Price,Resell Price,Top Speed,0-60 Time,Country,City,Color,Buyer Gender,Buyer Age
7812,Chevrolet,Corvette,67139.92,34032.37,212.3,13.2,Poland,Mrozy,Maroon,Female,63
7813,Porsche,911,94011.42,21207.72,226.9,13.3,China,Guali,Crimson,Female,69
7814,Ford,F150,73600.71,25415.18,121.6,3.9,Russia,Sovetskoye,Pink,Female,48
7815,Dodge,Ram 1500,33521.08,21435.05,225.3,14.4,Yemen,Al Maḩfid,Teal,Male,67
7816,Ford,E-Series,64577.3,37610.88,147.3,10.0,Democratic Republic of the Congo,Gemena,Turquoise,Female,50
7817,Mitsubishi,Pajero,94503.5,22650.74,192.7,8.0,Indonesia,Pangalangan,Fuscia,Female,61
7818,Ford,F-Series,68082.01,36643.89,187.2,12.7,Afghanistan,Khulm,Fuscia,Female,30
7819,Pontiac,Aztek,58096.33,10894.99,133.5,2.3,Japan,Ayabe,Teal,Female,63
7820,Hyundai,Tucson,85146.46,18279.95,239.6,7.2,Hong Kong,Yuen Long Kau Hui,Indigo,Female,22
7821,Acura,RL,95493.6,48922.96,234.8,10.0,Barbados,Bridgetown,Mauv,Female,43
7822,Suzuki,Esteem,20356.11,7329.25,170.8,8.3,Peru,Moche,Khaki,Female,69
7823,Saturn,Outlook,64658.1,28111.47,197.7,5.5,Indonesia,Tawali,Puce,Female,35
7824,Mercedes-Benz,W123,37856.42,42237.01,181.7,3.2,Iran,Damāvand,Yellow,Male,48
7825,Volkswagen,Phaeton,83501.12,2838.12,211.1,10.7,Portugal,Altares,Green,Female,35
7826,Kia,Sportage,23810.56,35908.99,246.4,11.4,South Africa,Rustenburg,Indigo,Male,72
7827,Chevrolet,Impala,21288.8,13961.84,148.6,3.4,Russia,Mtsensk,Goldenrod,Male,39
7828,Lincoln,Mark VIII,28468.7,45188.77,243.8,3.3,Vietnam,Xuân Trường,Green,Male,42
7829,Buick,Century,82025.04,40763.74,248.1,12.3,Italy,Roma,Purple,Male,42
7830,Chevrolet,Silverado 1500,92696.11,12767.75,175.6,9.1,Portugal,Pisões,Blue,Male,28
7831,Dodge,Grand Caravan,78727.37,27592.92,130.8,9.3,Tanzania,Puma,Green,Female,66
7832,Pontiac,Sunfire,75419.14,21282.61,228.8,7.6,Russia,Plavsk,Crimson,Male,49
7833,Cadillac,Escalade ESV,34927.7,35909.38,136.1,7.9,France,Firminy,Goldenrod,Male,73
7834,Buick,Reatta,86046.68,34870.25,155.6,3.5,Philippines,Libertad,Green,Female,67
7835,Infiniti,QX,68110.79,32585.95,162.1,14.6,Portugal,Passos,Teal,Male,74
7836,Pontiac,Monterey,37287.22,43272.68,183.9,10.5,Indonesia,Sabang,Orange,Male,23
7837,Subaru,XT,86833.32,27758.47,163.5,6.6,Nigeria,Bununu Kasa,Yellow,Female,58
7838,Eagle,Talon,64619.37,35738.35,127.7,8.3,Indonesia,Tunggulsari,Aquamarine,Male,27
7839,Mazda,B-Series Plus,13651.14,38885.53,219.7,5.1,Philippines,Nagcarlan,Khaki,Male,74
7840,Dodge,Grand Caravan,95757.88,7045.07,216.1,12.0,China,Tanzhou,Puce,Female,60
7841,GMC,1500 Club Coupe,63648.71,47205.31,144.3,6.6,Indonesia,Brakas,Pink,Male,37
7842,Ford,F150,12204.9,39012.84,141.5,3.6,Nigeria,Modakeke,Violet,Female,52
7843,Dodge,Nitro,67861.25,24166.05,216.9,2.9,Poland,Łagów,Teal,Male,67
7844,Lincoln,Town Car,75090.47,40734.25,210.8,14.2,Poland,Luboń,Maroon,Female,61
7845,GMC,Terrain,80610.31,4604.18,201.0,6.6,Indonesia,Sindangraja,Mauv,Female,38
7846,Ford,E250,15150.22,27166.94,126.0,2.3,Panama,El Progreso,Violet,Female,66
7847,Ford,F350,34062.89,10991.01,139.3,5.2,Ethiopia,Lalībela,Green,Female,57
7848,Oldsmobile,98,68948.74,6893.95,176.2,5.8,Peru,Llocllapampa,Mauv,Female,73
7849,Acura,TSX,98464.04,4762.82,246.5,10.8,Sweden,Ludvika,Maroon,Male,54
7850,Ford,Taurus,15221.75,36743.65,199.0,12.4,Belarus,Iwye,Mauv,Male,20
7851,Mazda,CX-7,27105.08,13224.9,138.8,5.8,Japan,Miyako,Crimson,Female,22
7852,Porsche,968,78790.46,4911.08,206.0,9.7,United States,Atlanta,Aquamarine,Male,54
7853,Mercury,Grand Marquis,74757.65,3656.96,167.6,14.4,France,Caen,Violet,Female,52
7854,Cadillac,Seville,32903.38,37357.54,196.9,7.1,Spain,Salamanca,Pink,Male,59
7855,Toyota,Previa,74160.53,25621.44,202.8,6.4,Afghanistan,Kishk-e Nakhūd,Blue,Female,31
7856,Lincoln,Mark VIII,10540.13,31989.56,183.7,3.2,Estonia,Särevere,Aquamarine,Female,73
7857,Nissan,Versa,84532.59,21253.87,238.0,14.0,Canada,Maple Ridge,Red,Female,72
7858,Mitsubishi,Diamante,20967.48,36867.17,134.8,11.4,Vietnam,Ea Drăng,Violet,Female,38
7859,Honda,Accord,80016.43,17933.31,222.8,13.2,Indonesia,Bongbong,Khaki,Male,61
7860,Mercury,Grand Marquis,77296.33,3340.27,199.1,13.3,Cuba,Jovellanos,Yellow,Female,72
7861,Honda,CR-V,83464.57,39187.43,195.8,13.0,Chile,Freire,Maroon,Male,38
7862,Hyundai,Genesis,65347.55,47100.87,197.4,13.2,China,Ronggui,Goldenrod,Male,46
7863,Ford,Edge,46149.64,24218.49,166.0,8.1,China,Dayang,Violet,Female,32
7864,Ford,F250,46464.98,4324.48,204.2,11.8,Philippines,Dasol,Teal,Female,32
7865,Ford,F-Series,47409.46,32952.79,246.8,13.5,Philippines,Salcedo,Violet,Male,33
7866,Mercedes-Benz,E-Class,56452.35,7850.97,218.4,14.7,Morocco,Aguelmous,Crimson,Female,62
7867,Honda,Pilot,62743.09,30609.7,137.6,5.0,China,Wuxihe,Fuscia,Female,35
7868,Toyota,Sequoia,60739.59,8601.32,186.7,7.9,Netherlands,Rosmalen,Yellow,Male,44
7869,Honda,Accord,56478.6,36634.77,147.0,8.5,Philippines,Cabiao,Puce,Female,47
7870,Audi,S6,74516.76,16536.98,212.9,2.7,Indonesia,Weekombaka,Turquoise,Male,22
7871,Ford,Escape,97547.96,49434.17,126.9,5.7,China,Yanliang,Red,Male,20
7872,Nissan,Altima,90182.67,41107.9,201.1,12.4,Australia,Adelaide Mail Centre,Blue,Male,31
7873,Toyota,Avalon,71060.9,32194.45,215.2,13.3,Russia,Peterhof,Teal,Female,61
7874,Hyundai,Tiburon,32979.08,38279.49,136.8,10.3,China,Dongfanghong,Purple,Male,66
7875,Mercedes-Benz,Sprinter 2500,36044.46,23596.26,192.4,5.3,Switzerland,Basel,Pink,Female,65
7876,Alfa Romeo,Spider,87958.19,39427.71,153.2,4.9,Bolivia,Las Carreras,Goldenrod,Male,72
7877,Holden,Monaro,60705.79,9906.48,164.0,4.4,Indonesia,Krajan Dua Dawuan Wetan,Blue,Female,21
7878,Ford,Taurus,58267.57,36721.31,176.5,4.4,Czech Republic,Nýdek,Turquoise,Male,70
7879,Nissan,Altima,66785.99,35395.86,125.1,11.0,Thailand,Ban Bueng,Turquoise,Female,44
7880,Scion,xB,71220.7,42816.73,137.3,12.3,Guam,Chalan Pago-Ordot Village,Indigo,Female,29
7881,Oldsmobile,Regency,83768.23,45587.73,218.9,5.2,Canada,Saint-Sauveur,Purple,Female,33
7882,Isuzu,Trooper,66572.06,49365.94,211.7,8.3,Indonesia,Karajeun,Pink,Male,47
7883,Volkswagen,Jetta,73564.3,49782.49,230.6,13.2,Indonesia,Lela,Blue,Female,39
7884,Nissan,300ZX,11419.17,42438.65,230.7,9.3,Canada,Picton,Fuscia,Female,42
7885,GMC,1500 Club Coupe,36332.27,47304.51,245.2,6.2,Portugal,Casais,Puce,Male,62
7886,Toyota,Tundra,21330.9,22282.06,149.7,10.1,Brazil,Pinheiro,Aquamarine,Male,67
7887,Toyota,Tercel,61387.06,9808.85,141.3,13.9,Portugal,Aldeia,Mauv,Female,67
7888,Ford,Econoline E250,10288.21,48707.45,211.9,6.2,Bulgaria,Debelets,Aquamarine,Male,73
7889,Mercedes-Benz,C-Class,66424.59,46623.84,189.6,5.8,China,Fuxi,Puce,Female,40
7890,Dodge,Durango,58257.98,6343.04,168.0,12.1,China,Pingshan,Khaki,Male,74
7891,Ford,F350,17032.84,14040.05,225.9,10.4,Indonesia,Cipari Satu,Mauv,Male,72
7892,Ford,E-Series,57967.07,2971.11,135.8,9.6,Iran,Eyvān,Khaki,Male,45
7893,Pontiac,Trans Sport,91861.0,3217.24,208.2,6.6,Brazil,Conceição do Coité,Teal,Male,62
7894,Chevrolet,Cobalt,34234.1,23413.17,138.0,7.8,Philippines,Pantukan,Mauv,Male,20
7895,Chevrolet,Silverado 2500,66695.45,47975.19,183.2,8.6,Colombia,Palmito,Blue,Male,23
7896,Saab,09-Mar,34271.49,3415.11,162.7,12.9,Portugal,Currais,Yellow,Female,63
7897,Mercury,Cougar,57852.25,7088.84,235.5,10.2,Bulgaria,Panagyurishte,Aquamarine,Female,26
7898,Audi,S4,35611.76,42313.0,167.9,11.7,China,Xianju,Goldenrod,Female,36
7899,Honda,Accord,72068.51,24679.45,185.5,9.2,Philippines,Malangabang,Orange,Female,39
7900,Scion,xD,59154.23,27765.9,223.5,13.0,Dominican Republic,Ensanche Luperón,Crimson,Male,66
7901,Volvo,S80,28965.93,35874.52,197.8,2.8,Russia,Abaza,Blue,Female,30
7902,Volvo,V90,86590.67,18149.4,183.9,3.9,China,Gao’an,Green,Female,72
7903,BMW,M3,88185.26,5271.43,177.3,3.9,France,Barr,Fuscia,Female,69
7904,Mercury,Topaz,33206.1,39350.86,205.3,11.6,Sweden,Västervik,Puce,Female,44
7905,Mazda,Mazda3,40852.53,35689.05,223.6,5.7,Indonesia,Ebak,Maroon,Female,28
7906,Lincoln,Continental,55761.65,25400.75,234.4,7.9,Russia,Artybash,Green,Female,38
7907,GMC,Acadia,94084.13,12265.99,236.9,6.1,Czech Republic,Mnichovo Hradiště,Fuscia,Female,25
7908,BMW,1 Series,73591.2,21495.42,145.7,3.3,China,Xagqu,Puce,Male,27
7909,BMW,7 Series,25711.39,30956.63,120.4,14.7,Bosnia and Herzegovina,Donji Vakuf,Yellow,Male,52
7910,Lincoln,Navigator L,41492.52,6476.25,238.4,5.0,France,Rumilly,Goldenrod,Male,60
7911,Mercedes-Benz,C-Class,53777.49,38125.8,133.2,7.9,Poland,Słońsk,Crimson,Female,34
7912,GMC,Yukon XL 2500,31884.66,39402.28,247.1,14.6,Dominican Republic,Río Limpio,Mauv,Female,49
7913,Mercury,Cougar,53463.42,48623.57,243.7,2.0,Russia,Yuzhno-Sukhokumsk,Fuscia,Female,54
7914,Volkswagen,Cabriolet,91584.21,4165.17,214.7,11.4,Philippines,Kotkot,Mauv,Male,72
7915,Isuzu,Hombre,52415.68,47727.93,123.2,11.7,China,Gaoming,Violet,Female,66
7916,Aston Martin,V8 Vantage,70572.71,37948.0,212.6,12.5,France,Saint-Pierre-Montlimart,Pink,Female,44
7917,Mitsubishi,Truck,59356.7,16342.74,165.3,9.3,North Korea,Najin,Goldenrod,Female,26
7918,Isuzu,VehiCROSS,96846.46,44730.5,218.2,8.6,Lesotho,Leribe,Mauv,Female,27
7919,Audi,riolet,37223.63,19278.33,159.0,13.1,China,Huixing,Fuscia,Female,26
7920,Jeep,Cherokee,34244.29,25833.43,127.5,6.3,Madagascar,Toliara,Puce,Male,62
7921,Kia,Sportage,14451.07,3100.37,245.0,9.8,Russia,Novozavedennoye,Turquoise,Male,43
7922,Buick,Hearse,91150.71,18179.56,249.6,2.2,China,Xidoupu,Pink,Male,49
7923,Saturn,S-Series,20867.17,33030.11,207.9,2.8,Russia,Dal’neye Konstantinovo,Crimson,Male,24
7924,Audi,Allroad,33253.49,20368.06,190.3,11.3,China,Gangou,Yellow,Female,63
7925,Chevrolet,Express 2500,69425.49,4030.28,176.8,4.6,Laos,Ban Nahin,Indigo,Male,69
7926,Porsche,968,68837.23,43171.99,196.2,5.2,Greece,Korydallós,Indigo,Female,64
7927,Jeep,Grand Cherokee,56032.17,34137.57,130.1,11.3,Portugal,Moreira de Geraz do Lima,Teal,Female,55
7928,Ford,Aspire,86524.4,15954.64,200.9,3.9,China,Jiepai,Puce,Female,39
7929,Bentley,Brooklands,68492.67,30380.98,133.8,5.5,Nigeria,Lapai,Indigo,Male,73
7930,Infiniti,QX,24167.32,33233.38,157.5,10.8,Argentina,Luján,Aquamarine,Female,21
7931,Mazda,MX-6,53043.65,35421.91,172.5,9.9,Ukraine,Kozelets’,Blue,Female,34
7932,Mercedes-Benz,300D,26870.98,47763.68,209.6,4.1,China,Jiucaigou,Crimson,Male,45
7933,Ford,Explorer,49671.48,29390.84,127.3,10.5,Portugal,Real,Maroon,Female,58
7934,Mazda,MX-5,21927.64,15352.8,169.1,14.5,Portugal,Carreira,Aquamarine,Male,54
7935,Lexus,RX,82526.6,2363.51,205.9,9.9,Pakistan,Jahāniān Shāh,Teal,Male,25
7936,Toyota,Avalon,31575.89,23882.57,140.2,10.1,Nigeria,Umunede,Pink,Female,64
7937,Suzuki,SX4,47681.0,39061.6,155.2,10.1,Thailand,Yasothon,Indigo,Female,54
7938,Kia,Sportage,40840.85,23252.88,245.1,11.1,Thailand,Den Chai,Maroon,Female,38
7939,Porsche,Boxster,56397.26,43325.31,178.4,8.3,Indonesia,Cikawung,Turquoise,Male,69
7940,Mitsubishi,Lancer Evolution,87223.62,3596.07,188.6,5.5,Portugal,Pisões,Puce,Female,23
7941,Dodge,Intrepid,90381.98,27330.21,129.1,5.5,Argentina,Gualeguay,Pink,Male,31
7942,BMW,6 Series,12750.63,20259.38,156.4,10.7,China,Jintang,Goldenrod,Male,65
7943,Lincoln,Navigator,90144.5,46820.35,132.5,2.4,Thailand,Nong Khai,Red,Female,55
7944,Chevrolet,Express 3500,86661.62,15184.0,157.1,12.5,Philippines,San Isidro,Aquamarine,Male,67
7945,Chrysler,Imperial,81613.41,20222.35,156.6,2.8,Cameroon,Bamusso,Purple,Male,74
7946,GMC,3500,66771.25,19705.13,127.2,6.2,Egypt,Sharm el-Sheikh,Fuscia,Male,34
7947,Lincoln,Town Car,82841.37,29379.21,219.7,2.1,Nigeria,Dakingari,Teal,Female,73
7948,Ford,LTD Crown Victoria,75951.59,29414.21,178.7,3.3,Portugal,Soutinho,Teal,Female,59
7949,Isuzu,Hombre Space,60876.44,16565.8,131.3,13.0,South Africa,Dewetsdorp,Fuscia,Male,26
7950,MINI,Cooper,71714.65,4321.62,214.2,9.4,China,Beizhuang,Mauv,Female,44
7951,Chevrolet,Sportvan G10,67520.04,29829.77,120.0,7.8,United States,Charlotte,Crimson,Female,44
7952,Subaru,SVX,82744.11,23057.84,129.4,10.5,Brazil,Açucena,Teal,Male,40
7953,Hyundai,Sonata,69864.16,26195.85,144.3,5.5,Indonesia,Tanenofunan,Aquamarine,Female,34
7954,Pontiac,6000,23974.35,20789.23,142.3,5.4,China,Sanrao,Purple,Male,54
7955,Porsche,911,91280.68,41471.58,219.6,10.4,Poland,Jagiełła,Maroon,Male,54
7956,Mazda,Mazda3,71502.21,31217.17,126.4,6.4,China,Pingshan,Yellow,Male,26
7957,Subaru,Baja,54546.66,15554.1,203.8,3.8,Afghanistan,Khanabad,Maroon,Male,31
7958,Pontiac,Firebird Formula,80380.34,45218.8,165.9,8.8,Poland,Międzyzdroje,Green,Male,72
7959,Oldsmobile,88,10253.76,24034.87,160.3,14.6,China,Yong’an,Indigo,Female,68
7960,Pontiac,Torrent,80210.45,30324.13,207.5,14.0,China,Jianxin,Pink,Female,38
7961,BMW,7 Series,96915.02,8309.06,125.3,14.8,Poland,Otyń,Fuscia,Female,58
7962,Land Rover,Range Rover,39180.7,39631.55,132.7,3.7,Finland,Karvia,Pink,Female,39
7963,Dodge,Ram Van 3500,58713.22,17171.1,248.1,13.7,Philippines,Sangat,Green,Female,42
7964,Volvo,C70,44638.84,17870.91,148.7,9.9,China,Hulei,Khaki,Male,37
7965,Volvo,XC60,16928.37,14036.94,215.4,8.1,Philippines,Mabay,Turquoise,Male,43
7966,BMW,M3,74789.99,7751.74,183.8,2.1,China,Dula’er Ewenke Minzu,Crimson,Male,54
7967,Ford,Ranger,47667.97,5589.91,237.3,4.4,Philippines,Davila,Maroon,Female,29
7968,Infiniti,FX,10088.57,6434.49,141.7,13.1,Russia,Nal’chik,Purple,Male,24
7969,Volkswagen,Jetta,69239.92,36632.85,213.0,8.6,Sweden,Sundsvall,Indigo,Female,47
7970,Audi,A6,20030.08,15839.63,129.7,13.9,Philippines,Pitogo,Teal,Female,53
7971,Oldsmobile,Ciera,71230.98,28397.4,235.4,9.1,Philippines,Nugas,Blue,Female,48
7972,Lexus,ES,19459.26,11337.29,197.6,10.7,Sweden,Kista,Pink,Male,38
7973,Dodge,Ram Van 2500,83646.66,35643.98,236.9,6.3,Albania,Miras,Crimson,Male,60
7974,Mitsubishi,Truck,63283.65,46170.16,167.9,5.6,Norway,Sandefjord,Crimson,Male,55
7975,Hyundai,Elantra,97529.94,3503.77,205.5,3.5,China,Huancheng,Mauv,Female,64
7976,Ram,1500,16855.04,4041.91,170.8,13.3,United States,Shawnee Mission,Turquoise,Male,56
7977,Subaru,XT,94680.18,17661.07,145.1,8.7,Afghanistan,Barakī Barak,Crimson,Male,51
7978,Saturn,Ion,89810.62,41114.78,149.6,3.4,Brazil,Conde,Purple,Male,21
7979,Chevrolet,Express,90112.67,45504.51,222.9,9.0,China,Tuanjie,Crimson,Female,30
7980,Oldsmobile,LSS,83563.71,15350.34,190.7,9.9,Madagascar,Andoany,Khaki,Female,52
7981,Jaguar,XJ,15890.6,34352.06,215.7,12.4,Turkmenistan,Ashgabat,Orange,Female,70
7982,Chevrolet,Express 2500,54170.37,13388.51,149.8,8.3,Poland,Skrzyszów,Puce,Male,69
7983,GMC,1500 Club Coupe,42308.62,18641.87,233.2,8.6,Philippines,Pinamalayan,Aquamarine,Male,34
7984,Mitsubishi,GTO,30626.16,11359.55,247.5,11.0,Venezuela,Siquisique,Indigo,Male,56
7985,Kia,Spectra,15327.54,5542.69,229.3,6.2,Nicaragua,Santo Domingo,Indigo,Female,25
7986,Mitsubishi,Eclipse,22592.74,2570.87,215.4,4.7,Brazil,São Vicente,Fuscia,Male,24
7987,Volkswagen,Fox,12895.78,44513.7,171.9,13.0,Sweden,Halmstad,Crimson,Male,34
7988,Volkswagen,Eurovan,14398.74,24405.55,131.7,5.5,Indonesia,Liang,Puce,Female,20
7989,Pontiac,Sunbird,92875.89,14658.22,204.4,11.0,Comoros,Koua,Maroon,Female,67
7990,Lincoln,Continental,58075.3,18624.26,146.8,3.2,Philippines,Calumpang,Fuscia,Female,63
7991,Chevrolet,Blazer,55959.38,28425.19,171.1,12.3,Portugal,Pereira,Aquamarine,Female,70
7992,Pontiac,Grand Prix,54382.35,49550.15,135.8,5.4,Russia,Monchegorsk,Violet,Male,33
7993,Mitsubishi,Pajero,18343.17,12025.74,170.9,11.3,Colombia,Chita,Green,Female,30
7994,Nissan,Datsun/Nissan Z-car,14960.99,35212.04,191.0,2.4,France,Montluel,Goldenrod,Female,33
7995,Dodge,Dakota Club,70354.63,36020.91,205.4,9.8,Czech Republic,Zlechov,Crimson,Male,38
7996,Volkswagen,Cabriolet,98707.29,21130.2,202.9,11.0,France,Pontivy,Aquamarine,Female,44
7997,Saturn,Outlook,29438.61,24706.2,206.3,3.0,Indonesia,Betaf,Yellow,Female,33
7998,Lamborghini,Gallardo,99966.56,31018.14,219.2,12.8,Sweden,Göteborg,Turquoise,Female,42
7999,Chevrolet,HHR Panel,63199.94,47481.88,215.1,8.4,Indonesia,Tangguhang,Khaki,Male,42
8000,BMW,3 Series,83648.27,14331.58,242.5,9.6,Argentina,Santa Fe de la Vera Cruz,Maroon,Female,60
8001,Ram,C/V,79538.59,15429.17,136.3,13.6,Thailand,Chiang Rai,Crimson,Male,46
8002,BMW,X6,44908.38,13957.31,178.6,9.8,Indonesia,Puncakwangi,Turquoise,Female,33
8003,Ford,F-Series,79289.71,43101.49,125.4,8.5,China,Yanglinqiao,Khaki,Female,33
8004,Chevrolet,2500,60594.51,30053.01,144.0,13.6,China,Sanlidian,Green,Male,29
8005,Buick,Riviera,97537.63,12027.39,187.9,6.3,Finland,Siikainen,Teal,Female,66
8006,Honda,Odyssey,20566.33,6983.6,121.0,5.3,Portugal,Alquerubim,Mauv,Female,70
8007,Jaguar,XJ Series,99522.75,43035.6,132.9,12.2,Nigeria,Gusau,Crimson,Male,65
8008,Lincoln,Town Car,86563.06,27974.55,246.9,7.2,China,Chuanpu,Fuscia,Female,33
8009,Pontiac,Grand Prix Turbo,66278.47,15473.06,188.2,4.9,Colombia,Palestina,Green,Female,68
8010,Honda,Pilot,32954.65,48881.85,224.9,6.4,China,Sanzao,Aquamarine,Male,58
8011,Hyundai,Accent,91411.64,48985.08,158.0,2.6,Indonesia,Lunyuk Ode,Teal,Female,61
8012,Chrysler,Sebring,40668.45,36536.89,133.6,7.6,Bosnia and Herzegovina,Cazin,Fuscia,Male,20
8013,Lotus,Exige,74138.29,22318.68,140.0,13.1,Peru,Colcabamba,Indigo,Male,50
8014,Oldsmobile,Aurora,57065.26,35268.27,230.0,14.2,Libya,Al ‘Azīzīyah,Goldenrod,Female,48
8015,Toyota,FJ Cruiser,35418.15,9909.06,122.1,7.4,Greece,Pentaplátano,Purple,Female,46
8016,Mazda,Miata MX-5,33155.08,11225.4,199.4,2.3,Spain,Malaga,Goldenrod,Female,72
8017,Honda,Accord,73644.03,14631.91,132.5,9.8,Brazil,Porto União,Aquamarine,Male,31
8018,Audi,TT,96741.25,48984.19,193.2,10.1,Croatia,Peteranec,Mauv,Female,60
8019,Volkswagen,Fox,39444.45,26348.53,145.3,3.9,Portugal,Pobral,Green,Female,66
8020,GMC,Yukon XL 2500,77827.9,3723.68,177.6,11.7,Iran,Kāshmar,Goldenrod,Female,58
8021,Chevrolet,Silverado,20505.1,16544.07,155.5,12.4,China,Henghe,Violet,Male,65
8022,Aston Martin,DB9,55003.96,9342.22,218.6,6.0,Costa Rica,Aserrí,Maroon,Female,50
8023,Saab,9000,54640.47,20782.39,121.7,2.9,Afghanistan,Cool űrhajó,Teal,Female,30
8024,Chevrolet,Venture,70017.42,11387.59,198.7,14.2,China,Hengxi,Khaki,Male,65
8025,Dodge,Grand Caravan,46513.38,47872.47,227.4,11.4,Philippines,Santa Lucia,Orange,Male,59
8026,Dodge,Viper,31558.12,21117.51,202.5,3.4,Indonesia,Mulawato,Red,Male,71
8027,Volvo,C30,20189.42,42630.52,133.6,12.5,South Korea,Heung-hai,Indigo,Female,40
8028,Porsche,968,87495.4,32200.19,238.4,10.6,Indonesia,Brengkok,Fuscia,Female,28
8029,Mercedes-Benz,CL-Class,76247.04,32621.65,140.1,2.8,Peru,San Carlos,Orange,Male,49
8030,Lexus,IS F,39386.46,16462.49,224.7,11.0,China,Jianguang,Teal,Male,46
8031,Ford,Ranger,35643.08,35280.95,198.4,3.1,Macedonia,Sredno Konjare,Pink,Female,44
8032,Mercedes-Benz,SL-Class,81237.53,37620.63,210.6,11.4,Mexico,Hidalgo,Pink,Female,54
8033,Dodge,Caravan,56758.2,5560.41,198.7,13.5,United States,San Jose,Teal,Male,48
8034,Cadillac,Escalade,56669.6,42960.83,170.0,5.8,China,Shangma,Aquamarine,Female,62
8035,BMW,5 Series,13849.89,14143.42,248.2,3.9,Indonesia,Gunungkendeng,Purple,Female,56
8036,Chevrolet,2500,54837.92,29760.46,210.3,5.1,Russia,Kashirskoye,Teal,Female,75
8037,Toyota,4Runner,68173.46,38858.57,186.7,11.1,Sweden,Nyköping,Turquoise,Male,35
8038,Toyota,4Runner,74752.35,20386.35,210.2,2.6,China,Zhangjiaji,Violet,Female,49
8039,Maserati,Spyder,22227.78,14798.69,232.5,8.0,China,Mao’ershan,Violet,Male,57
8040,Volkswagen,Jetta,92151.37,47746.9,136.8,11.7,China,Dabancheng,Crimson,Female,65
8041,Dodge,Grand Caravan,92419.72,21465.9,151.6,5.2,Austria,Zwettl,Maroon,Male,47
8042,Jeep,Wrangler,39752.3,47604.47,195.3,7.2,Poland,Ostaszewo,Crimson,Male,71
8043,Chevrolet,Corvette,36534.85,39472.14,162.8,13.5,Peru,Iparia,Green,Female,56
8044,GMC,Savana 2500,46423.29,49650.4,237.4,12.7,United States,Greenville,Orange,Male,50
8045,Nissan,Quest,23903.75,30574.54,162.8,12.4,Russia,Ossora,Pink,Male,45
8046,BMW,M,96452.09,14714.94,204.6,8.6,Libya,Masallātah,Yellow,Male,40
8047,Mercedes-Benz,500SL,59448.43,41612.87,120.7,13.4,Indonesia,Tawaran,Indigo,Male,50
8048,Nissan,Maxima,72498.75,18061.82,206.5,5.3,Democratic Republic of the Congo,Lusambo,Goldenrod,Female,20
8049,Dodge,Ram Van 2500,54121.52,43566.7,211.4,9.4,Honduras,Las Lajas,Purple,Female,54
8050,Cadillac,STS,66528.37,5188.54,216.4,13.5,United States,Fort Pierce,Fuscia,Female,44
8051,Mazda,MX-5,48935.41,29592.01,204.4,14.6,Vietnam,Thị Trấn Phú Mỹ,Puce,Male,63
8052,Lamborghini,Diablo,34033.77,14357.66,150.5,6.2,Nigeria,Nnewi,Yellow,Male,23
8053,Toyota,T100,23794.05,36165.57,121.1,3.7,Republic of the Congo,Sibiti,Mauv,Male,46
8054,Mitsubishi,Truck,66131.99,4822.98,166.4,7.1,Thailand,Ban Phue,Turquoise,Male,63
8055,Lexus,SC,51160.81,30106.58,209.2,12.4,South Korea,Kyonju,Pink,Male,73
8056,Chevrolet,Blazer,77138.46,19017.74,168.8,2.4,Poland,Nielisz,Khaki,Female,29
8057,Chevrolet,Suburban 2500,15655.45,36580.0,151.5,10.5,Indonesia,Gandusari,Crimson,Female,72
8058,Pontiac,Firebird,22788.49,42682.71,183.2,11.3,Indonesia,Lokuuy,Goldenrod,Male,64
8059,Toyota,Avalon,69300.51,49831.43,248.6,9.8,Brazil,Ribeirão Pires,Yellow,Female,41
8060,Ford,F250,48581.33,3101.24,154.4,5.5,United States,Newport Beach,Maroon,Female,38
8061,Oldsmobile,Aurora,17907.85,15379.14,240.7,2.5,Moldova,Donduşeni,Aquamarine,Male,42
8062,Lexus,RX,85874.97,41862.14,175.3,3.1,Philippines,Batarasa,Red,Female,58
8063,GMC,Savana 1500,25035.21,26470.31,165.3,3.4,Thailand,Phayao,Khaki,Male,20
8064,Buick,Rainier,27316.3,15984.93,153.6,5.8,Sweden,Stockholm,Green,Female,49
8065,Dodge,Viper,22960.17,25394.84,190.6,10.5,Indonesia,Palopo,Teal,Male,41
8066,Mercedes-Benz,R-Class,59526.6,28928.72,176.1,14.3,Indonesia,Ngulakan,Red,Female,44
8067,Suzuki,Esteem,44494.69,25960.13,161.8,7.4,Russia,Makar’yev,Green,Female,67
8068,Volkswagen,Scirocco,35118.68,20850.59,179.3,9.2,Indonesia,Lenakapa,Teal,Male,51
8069,Volkswagen,Jetta,56670.23,25037.72,136.2,9.3,Philippines,New Panamao,Purple,Female,73
8070,Chevrolet,Astro,83313.25,38768.74,213.2,9.5,Poland,Kokotów,Green,Male,70
8071,Chrysler,Town & Country,77636.57,8200.02,146.4,4.1,Tanzania,Ruangwa,Blue,Female,70
8072,Toyota,Supra,64457.96,20545.57,213.4,8.1,France,Cesson-Sévigné,Yellow,Female,49
8073,Lincoln,Mark VIII,63766.29,17166.34,194.8,11.6,France,Metz,Turquoise,Female,56
8074,GMC,Vandura 1500,46021.67,12641.39,128.4,7.6,France,Vanves,Aquamarine,Female,69
8075,Dodge,Neon,32573.54,5442.11,222.4,8.3,Russia,Karabash,Orange,Male,24
